"00657045,0.4221381,0.4273927,0.4149827,0.3750833,0.3191652,0.41018,0.4728965,0.6612341,0.4193623,0.4760271,0.4918212,0.452754,0.5320635,0.5338566,0.4027013,0.4686776,0.5854907,0.4465635,0.4519168,0.4947982,1.272743,102.4349,102.9027,0.6617653,1.165208,102.9727,0.7655604,103.1098,1.472155,0.9417977,2.268828,0.8953834,0.8527369,103.0375,2.292718,1.035983,2.30987,1.15986,2.272852,2.309304,"
"00657003,0.5845327,0.5653584,0.4562852,0.3988911,0.5008335,0.3913146,0.5181775,0.478114,0.4472789,0.5515206,0.4043566,0.4168658,0.4142334,0.5140429,0.5176859,0.5054812,0.4142516,0.4314712,0.5165088,0.4362758,0.4694427,101.9324,101.9201,0.462662,0.5014899,101.9495,0.5632646,101.9109,0.4056488,0.5157473,2.572518,1.295193,0.4546678,101.9568,101.9685,1.031336,102.007,1.145634,102.0162,101.9792,"
"00457101,0.5430729,0.448992,0.4402148,0.4268434,0.4849485,0.4013734,0.4718113,0.4639124,0.4683154,0.4921246,0.4154576,0.436287,0.3748018,0.3866293,0.43617,0.446859,0.423596,0.4381486,0.4412898,0.4161775,0.4628693,101.9343,101.9593,0.5984797,0.5161638,102.0614,0.475583,101.9996,0.4674548,0.6147952,102.1087,0.4389259,0.8515313,2.579697,102.1515,0.7840126,2.581054,0.7367375,102.1524,2.588865,"
"00457014,0.4750795,0.4235072,0.4608022,0.4333708,0.4432546,0.4340682,0.4982322,0.4600052,0.3995501,0.5112,0.4386837,0.3954339,0.4308342,0.5109406,0.4899964,0.6085632,0.411806,0.4448364,0.4828311,0.4223469,0.4533558,102.1113,101.9477,0.6408672,0.6873608,102.0891,0.7432368,2.582215,0.5731363,0.8180015,2.579107,0.8766637,0.8049266,2.599399,2.573839,0.7956781,2.579483,0.7800875,2.57759,2.569285,"
"00557139,0.535929,0.4694225,0.4590384,0.496845,0.4315245,0.4307933,0.4765346,0.4809482,0.4739971,0.474501,0.4478649,0.4131936,0.4487165,0.5362003,0.4368589,0.4239258,0.4760326,0.4612602,0.4121248,0.4447325,0.527739,2.579708,2.604758,1.001751,0.5685599,2.577584,0.9520326,2.572336,0.9817746,1.219465,2.58961,1.081631,1.037499,2.56927,2.572423,0.9051125,2.580433,1.228662,2.588154,2.582296,"
"00557144,1.679009,0.4872205,0.4072342,0.4660016,0.4052048,0.4200416,0.4640661,0.3977522,0.4607574,0.4025502,0.4086745,0.4272977,0.4625793,0.4221871,0.4461906,0.4433063,0.5621676,0.4615245,0.4899244,0.4199318,0.8177774,2.577813,2.582361,0.8163102,1.055161,102.0665,1.023796,2.574578,1.011246,1.199785,2.584929,0.9863045,1.081884,2.594135,2.573125,0.8950782,2.570879,0.892606,2.583147,2.575148,"
"00557131,0.6589561,0.4983079,0.462864,0.4420607,0.445514,0.5138016,0.477353,0.5022557,0.4585333,0.4765365,0.4946678,0.4381043,0.5043416,0.4910733,0.4802589,0.4463134,0.4402708,0.4746577,0.4651576,0.4562079,0.912523,2.569197,2.618126,1.100178,1.052683,2.585998,2.198827,2.579034,1.233522,1.239724,2.570248,0.9823887,1.331968,2.572079,2.582292,0.9568326,2.579496,0.9584196,2.583921,2.597083,"
"00557120,0.4051166,0.4948967,0.4935223,0.4648687,0.4030279,0.458441,0.5694017,0.4254562,0.4326664,0.4948206,0.440367,0.488631,0.4420089,0.4593384,0.468972,0.4454542,0.4101846,0.4224129,0.4486163,0.477544,0.4811659,101.9943,103.1399,0.7509158,0.6801736,2.570026,1.067859,2.575564,0.6065695,0.7998207,2.59193,0.9215558,0.4769211,2.574462,2.566889,0.815455,-0.1764982,0.7408955,2.626159,2.579423,"
"00557110,0.4117312,0.4012146,0.3896619,0.4005481,0.4241499,0.4521427,0.4835439,0.4941763,0.4159248,0.4788314,0.4072309,0.4608383,0.4596457,0.4795104,0.4403228,0.4805784,0.4453053,0.4114636,0.4975282,0.4371599,0.7005491,2.586185,102.1332,0.7105582,0.6405969,2.57494,0.8767447,2.605401,0.9663198,0.9907546,2.577944,1.002911,0.8723149,2.577969,2.570384,0.8114617,2.584414,0.9370477,2.58077,2.583085,"
"00657145,0.5132856,0.479238,0.4082274,0.4212362,0.3880271,0.3730237,0.3859499,0.4958152,0.388713,0.3990418,0.4021811,0.4266647,0.4610372,0.4454973,0.3916304,0.4755131,0.4016063,0.5423996,0.3634572,0.3893343,0.4813223,101.9279,102.0215,0.3979175,0.4836584,2.582771,0.5332925,101.9225,0.4730963,0.8453357,2.590406,0.556515,0.8418269,2.582879,2.57997,0.6001577,2.571404,0.5666974,2.577913,102.1081,"
