"00457004,0.6675153,0.5268824,0.4407097,0.3910434,0.4317114,1.030895,0.4466379,0.4459794,0.4397407,0.4097803,0.4069364,0.3703518,0.3963571,0.4553447,0.3662997,0.4488641,0.4261314,0.407626,0.4065673,0.4460895,0.5387669,101.8924,101.9107,0.429058,0.460295,102.1384,0.5731647,101.9262,0.8314967,0.5377128,102.1208,0.5018399,0.7759693,2.575336,102.02,0.8467381,102.1218,2.198214,2.56866,2.572681,"
"00457114,0.4528089,0.3783565,0.4068875,0.3889152,0.4548762,0.3887762,0.4408191,0.3966384,0.3647426,0.4743153,0.3670198,0.4271661,0.3988998,0.4024829,0.463739,0.3849032,0.5157259,0.3651031,0.464234,0.4576099,0.5535645,102.0165,102.1458,0.9510272,1.056397,2.584764,0.7974222,101.9797,0.8778734,0.9452915,2.580484,0.8214028,0.8721898,2.570026,2.587565,0.8279741,2.570393,0.9842265,2.57581,2.586921,"
"00557019,0.5012989,2.201416,0.4741541,0.4465274,0.384674,0.4442562,0.5000558,0.4711928,0.3995788,0.4419248,0.4402682,0.4947886,0.4798763,0.4034758,0.4226266,0.3869301,0.4090891,0.4196562,0.4436448,0.4400498,0.4293997,2.602832,2.573163,1.88459,0.8812425,2.592963,0.6598239,2.583112,0.4739074,0.5180564,2.580645,0.4416907,0.7371728,2.617929,102.0918,0.6557751,102.0407,0.8968608,101.946,101.9022,"
"00572015,0.5375104,0.4389428,0.3865381,0.3889763,0.4028151,0.4108721,0.4762473,0.4906687,0.396137,0.4446609,0.4919544,0.4063377,0.4059393,0.5004179,0.4244481,0.4775553,0.4667406,0.5332959,0.5064719,0.4674348,0.5158658,101.9382,101.8914,0.4111391,0.5321457,102.0079,0.5359044,101.9988,0.5393064,0.5845964,101.9843,0.4210862,0.7503884,101.9769,102.0086,0.5750611,102.0176,0.52895,2.571126,102.0368,"
"00657103,103.3637,1.067024,0.5271358,0.4783864,1.869683,0.5151286,0.692647,0.5128407,0.4814174,0.4788998,0.4807757,1.164609,0.5483074,0.535063,0.5579414,0.5171573,0.4266964,0.4630877,0.4758506,0.5213974,0.7621086,102.0585,102.1017,0.8112049,0.5593677,102.0245,0.7428606,2.588905,1.06045,0.7022471,2.573301,0.9628642,0.9847808,2.578399,2.580062,0.8072162,2.57514,0.8039396,2.603358,2.577322,"
"00657301,0.748893,0.4397742,0.4443353,0.4086732,0.435073,0.4415947,0.4643865,0.442091,0.4573202,0.3638941,0.4207625,0.4072871,0.3879453,0.4630324,0.4379681,0.5476286,0.4278644,0.4520404,0.485626,0.4104215,0.6648407,101.913,101.9952,1.774273,0.8787484,102.0266,1.097712,2.574133,0.5497975,0.9511101,102.1071,1.164689,0.9489622,2.570615,2.573083,0.8884544,2.586683,0.5499451,2.576934,2.575646,"
"00657209,0.5110402,0.476442,0.4371614,0.4514621,0.4579054,0.460503,0.492569,0.4555529,0.4469732,0.4978622,0.4591646,0.4092883,0.3880954,0.4207957,0.4095063,0.4471354,0.440064,0.4205129,0.5045645,0.4004411,0.493523,101.9689,101.9798,0.5128241,0.519433,2.607156,0.5384381,101.9483,0.4399517,2.207777,2.589562,0.5918326,0.5807858,102.0922,2.580424,0.5022519,102.1271,1.608322,102.0692,2.575707,"
"00357223,0.8030176,0.4817199,0.4611624,0.4621276,0.501972,0.4817669,0.4984667,0.483852,0.4992219,0.448606,0.4830942,0.4122285,0.4321464,0.4822891,0.4842855,0.4860921,0.4807137,0.4873601,0.4786997,0.4718634,0.5550752,101.9489,101.9788,0.6183639,0.5449357,2.560688,0.6138477,102.2732,1.103968,0.5977955,102.1158,0.922518,0.7939703,2.56982,2.579056,0.9808383,2.563537,0.9169519,2.595037,2.566363,"
"90799636,0.7838485,0.9361002,0.4837238,0.4818599,0.4319938,0.4339882,0.4494368,0.4306349,0.4673034,0.4868757,0.5100324,0.4136534,0.4381697,0.5109839,0.4849778,0.4303144,0.4224676,0.5376446,0.4517982,0.490481,0.5986538,101.9712,101.9929,2.204059,0.5680556,102.0133,0.5683072,102.1461,0.4875971,0.7496929,2.553394,0.5483677,1.291394,102.012,102.0455,0.8994956,2.566535,0.8152976,2.573535,2.575363,"
"00452138,0.5989175,0.4689702,0.4422295,0.4296384,0.3795158,0.3989636,0.4537982,0.4557855,0.4161413,0.4474392,0.4171846,0.393452,0.3718203,0.3570858,0.3837827,0.3397484,0.2265788,0.3560021,0.3754761,0.3393393,0.5492985,101.8999,101.9604,0.8249061,0.5590951,102.0267,0.6915786,101.9868,0.5468662,0.8980381,2.556044,0.9522309,0.8251674,102.018,102.247,0.6189902,2.5802,0.8516159,102.2404,2.564369,"00557121,0.6995971,0.5399456,0.4992241,0.4098951,0.4636428,0.4013863,0.504936,0.4457867,0.4629405,0.4497931,0.4261005,0.4605597,0.4606718,0.4459122,0.4460537,0.4281102,0.4370486,0.4462292,0.4131725,0.431726,0.6601512,102.0542,2.567766,0.8764141,0.6661696,2.562526,0.5909972,2.565289,0.4875106,1.26452,2.564029,0.519954,0.9805069,2.562791,2.56772,0.8514416,2.575422,0.97193,2.557155,2.566006,
00657007,0.8254998,0.69631,0.694515,0.7735407,0.6912234,0.695477,0.7837241,0.7856562,0.6517403,0.7588544,1.154298,1.095277,0.8508887,0.7477398,1.338863,0.71557,0.9345722,0.8102775,0.9153118,0.7910314,0.7541451,102.4714,102.231,0.8711565,0.8600826,102.1981,1.272737,2.300358,1.132031,0.8314767,2.294427,1.231378,1.129717,2.293612,2.317823,1.274145,2.301616,1.096577,102.3593,101.7322,
00557124,2.0003,0.8199885,0.7587547,0.7397711,0.6412807,0.6386278,0.8029022,0.7572019,0.5821366,0.5446978,0.5660486,0.5232613,0.6027977,0.728894,0.6869278,0.6017923,0.562242,0.5789406,0.6395907,0.6793187,1.077777,2.534924,2.544889,0.8833177,1.058502,2.58885,0.8435533,2.553769,0.8542132,0.8995924,2.557777,0.9273479,0.8993075,2.547614,2.559184,0.9463155,2.550222,0.8473406,2.58831,2.546848,
00557118,2.176136,0.6345184,0.5571725,0.5610666,0.5281639,2.20975,2.210299,0.6306169,0.5427957,0.6579027,0.5432677,0.5546827,0.5357587,0.5775917,0.5004375,0.5257664,0.559669,0.6496449,0.5231404,0.5010614,0.632468,102.18,102.0704,0.9974544,0.6432054,2.577308,0.8589215,2.558085,0.6858253,0.9258971,102.1165,0.8363645,0.8391492,2.552891,102.1824,0.7923107,2.561344,0.9304307,2.567315,2.558704,
00431052,103.2588,1.463006,0.6206913,0.5072134,1.201798,0.566236,0.6150751,0.5322838,0.5410688,0.5535235,0.4823753,0.5511253,0.5031025,0.5055184,0.5188477,0.5084229,0.5293911,0.4950805,0.5351651,0.5458574,0.5549731,102.1287,102.0503,0.6598613,0.5421467,102.176,0.6448424,102.1246,0.8263516,0.5819137,2.552549,0.993757,0.6667273,2.551763,2.555655,1.15721,2.559785,1.249048,2.549881,2.562746,
00657132,1.555614,0.7393637,0.7179167,0.6402631,0.6365047,0.627964,0.6928241,0.6592937,0.5788808,0.6655455,0.597599,0.6613135,0.6892736,0.6646576,0.6593866,0.6635218,0.662668,0.6312754,0.6289215,0.6956656,0.6084023,102.0981,102.0056,0.6592143,0.6285977,102.1346,0.9696403,102.3572,0.9742308,1.034979,2.320073,0.7214153,0.6633711,102.2856,2.323611,1.02859,2.317649,0.9116838,2.299215,2.325336,
00657049,0.8188312,0.5141032,0.5497694,0.5023718,0.566165,0.5115895,0.5396121,0.496303,0.4827875,0.536922,0.5575933,0.4804342,0.4803927,0.4942541,0.4980423,0.5558357,0.49904,0.5103083,0.5196912,0.4408169,0.6300573,102.0523,102.0186,0.7653809,0.8223002,102.0351,0.9279728,2.575683,0.5512307,1.012087,2.541725,0.9949269,0.927599,2.550824,2.54013,1.034959,2.556875,0.9687567,2.558946,2.557373,
00557021,0.6561685,0.5372615,0.5328498,0.5420206,0.5499952,0.5470526,0.5557568,0.5281169,0.5077176,0.5102677,0.5057051,0.524981,0.4994614,0.5183952,0.5391576,0.5175617,0.5415337,0.5138028,0.5280936,0.5491891,0.5317917,102.0466,102.1436,0.7326112,0.8248136,2.543439,1.161191,2.568695,1.232388,0.7088802,2.556408,1.163006,1.145506,2.533701,2.550485,1.033219,2.579945,1.095257,2.535125,2.548861,

